10001,1,0,0,0,0,1,0,0,0
10002,1,0,0,0,0,1,0,0,0
10003,1,0,0,0,0,0,1,0,0
10004,0,1,0,0,0,1,0,0,0
10005,0,1,0,0,0,0,1,0,0

10006,0,1,0,0,1,0,0,0,0
10007,0,0,1,1,0,1,0,0,0

10008,0,0,1,1,1,1,0,0,0
10009,0,0,1,1,0,1,1,0,0
10010,1,0,0,0,0,0,1,0,0
10011,1,0,0,0,0,0,0,0,0
10012,1,0,0,0,1,0,0,0,0
10013,1,0,0,0,0,0,0,0,0
10014,1,0,0,0,0,0,0,0,0
34001,0,0,1,1,0,0,0,0,0
34002,0,0,0,1,0,0,0,0,0
34003,1,1,1,1,0,0,0,0,0
34004,0,0,1,1,0,0,0,0,0
34005,0,0,1,1,0,0,0,0,0
34006,1,1,1,1,0,0,0,0,0
34007,0,1,1,1,0,0,0,0,0
34008,0,1,1,1,0,0,0,0,0
34009,0,0,0,1,0,0,0,0,0
34010,0,0,0,1,0,0,0,0,0
34011,0,0,0,1,0,0,0,0,0
34012,0,0,0,1,0,0,0,0,0
34013,0,0,0,1,0,0,0,0,0
34014,0,0,0,1,0,0,0,0,0
34015,0,1,1,1,0,0,0,0,0
34016,0,1,1,1,0,0,0,0,0
34017,0,0,0,1,0,0,0,0,0
34018,0,0,0,1,0,0,0,0,0
34019,0,0,0,1,0,0,0,0,0
34020,0,0,0,0,0,0,0,0,0
34021,0,0,0,0,0,0,0,0,0
34022,0,0,0,0,0,0,0,0,0
34023,0,0,0,0,0,0,0,0,0
34024,0,0,0,0,0,0,0,0,0
34025,0,0,0,0,0,0,0,0,0
34026,0,0,1,1,0,0,0,0,0
34027,0,0,1,1,0,0,0,0,0
34028,1,1,1,1,0,0,0,0,0
34029,1,1,1,1,0,0,0,0,0
34030,0,0,0,1,0,0,0,0,0
34031,0,0,0,1,0,0,0,0,0
34032,0,0,0,1,0,0,0,0,0
34033,0,0,1,1,0,0,0,0,0
34034,1,1,1,1,0,0,0,0,0
34035,1,1,1,1,0,0,0,0,0
34038,0,0,0,1,0,0,0,0,0
34039,0,0,0,1,0,0,0,0,0
34040,0,0,0,0,0,0,0,0,0
34041,0,0,0,0,0,0,0,0,0
34042,0,0,0,1,0,0,0,0,0
34043,0,0,0,1,0,0,0,0,0
34045,1,1,1,1,0,0,0,0,0
34046,1,1,1,1,0,0,0,0,0
34050,1,1,1,1,0,0,0,0,0
34051,0,0,0,1,0,0,0,0,0
34052,0,0,0,1,0,0,0,0,0
34053,0,0,1,1,0,0,0,0,0
34054,0,0,1,1,0,0,0,0,0
34055,0,0,1,1,0,0,0,0,0
34056,0,0,1,1,0,0,0,0,0
34057,0,0,0,1,0,0,0,0,0
34058,0,0,0,1,0,0,0,0,0
34059,1,1,1,1,0,0,0,0,0
34060,1,1,1,1,0,0,0,0,0
34062,0,0,1,1,0,0,0,0,0
34063,0,0,1,1,0,0,0,0,0
35001,1,1,1,1,0,0,0,0,0
35002,1,1,1,1,0,0,0,0,0
36001,1,1,1,1,0,1,0,0,0
36002,1,1,1,1,0,1,0,0,0
36005,0,0,0,1,0,1,0,0,0
36006,1,1,1,1,0,0,0,0,0
36007,1,1,1,1,0,0,0,0,0
36008,1,1,1,1,1,0,0,0,0
36009,1,1,1,1,1,0,0,0,0
36010,1,1,1,1,0,0,0,0,0
36011,1,1,1,1,1,0,0,0,0
36012,0,0,0,1,0,0,1,0,1
36013,0,0,0,1,0,0,1,0,1
36014,0,0,0,1,1,0,0,0,1
36015,0,0,0,1,0,0,0,0,1
36016,0,0,0,1,0,0,0,0,1
36017,0,0,0,1,0,0,0,1,1
36018,0,0,1,1,0,1,0,0,0
36019,0,0,1,1,0,0,1,0,1
36020,0,0,1,1,0,0,0,0,1
36021,0,0,1,1,0,0,1,0,1
36022,0,0,1,1,0,0,0,0,1
36023,0,0,0,1,0,0,1,0,1
36024,0,0,0,1,0,0,1,0,1
36025,0,0,1,1,0,1,0,0,0
36026,1,1,1,1,0,1,0,0,0
36027,0,0,1,1,0,1,0,0,0
36028,0,0,0,1,0,0,0,1,0
36029,1,1,1,1,0,0,0,0,0
36030,1,1,1,1,0,0,0,0,0
36031,0,0,1,1,0,0,0,0,0
36032,0,0,1,1,0,0,0,0,0
36033,0,0,1,1,0,0,0,0,0
36034,0,0,1,1,0,0,0,0,0
36035,0,0,1,1,0,0,0,0,0
36036,0,0,1,1,0,0,0,0,0
36037,0,0,1,1,0,0,0,0,1
36038,0,0,1,1,0,0,0,0,1