10001,1,0,0,0,1,0,1,1,1,1,1,0,1,1
10002,1,0,0,0,1,0,1,1,1,0,1,0,1,0
10003,1,0,0,0,1,1,0,1,1,0,1,0,1,1
10004,0,1,0,0,1,0,1,1,1,1,1,0,1,1
10005,0,1,0,0,1,1,0,1,1,0,1,0,1,1
10006,0,1,0,0,0,1,1,1,1,0,1,0,1,1
10007,0,0,1,1,1,0,1,1,1,1,1,0,1,1
10008,0,0,1,1,0,0,1,1,0,0,1,0,1,0
10009,0,0,1,1,1,0,0,1,1,0,1,0,1,1
10010,1,0,0,0,1,1,0,1,1,0,1,0,1,1
10011,1,0,0,0,1,1,1,1,1,0,1,0,1,1
10012,1,0,0,0,0,1,1,1,1,0,1,0,1,1
10013,1,0,0,0,1,1,1,1,1,0,1,0,1,1
10014,1,0,0,0,1,1,1,1,1,0,1,0,1,1
34001,0,0,1,1,1,1,1,1,1,1,1,1,1,1
34002,0,0,0,1,1,1,1,1,1,1,1,1,1,1
34003,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34004,0,0,1,1,1,1,1,1,1,1,1,1,1,1
34005,0,0,1,1,1,1,1,1,1,1,1,1,1,1
34006,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34007,0,1,1,1,1,1,1,1,1,1,1,1,1,1
34008,0,1,1,1,1,1,1,1,1,1,1,1,1,1
34009,0,0,0,1,1,1,1,1,1,1,1,1,1,1
34010,0,0,0,1,1,1,1,1,1,1,1,1,1,1
34011,0,0,0,1,1,1,1,1,1,1,1,1,1,1
34012,0,0,0,1,1,1,1,1,1,1,1,1,1,1
34013,0,0,0,1,1,1,1,1,1,1,1,1,1,1
34014,0,0,0,1,1,1,1,1,1,1,1,1,1,1
34015,0,1,1,1,1,1,1,1,1,1,1,1,1,1
34016,0,1,1,1,1,1,1,1,1,1,1,1,1,1
34017,0,0,0,1,1,1,1,1,1,1,1,1,1,1
34018,0,0,0,1,1,1,1,1,1,1,1,1,1,1
34019,0,0,0,1,1,1,1,1,1,1,1,1,1,1
34020,0,0,0,0,1,1,1,1,1,1,1,1,1,1
34021,0,0,0,0,1,1,1,1,1,1,1,1,1,1
34022,0,0,0,0,1,1,1,1,1,1,1,1,1,1
34023,0,0,0,0,1,1,1,1,1,1,1,1,1,1
34024,0,0,0,0,1,1,1,1,1,1,1,1,1,1
34025,0,0,0,0,1,1,1,1,1,1,1,1,1,1
34026,0,0,1,1,1,1,1,1,1,1,1,1,1,1
34027,0,0,1,1,1,1,1,1,1,1,1,1,1,1
34028,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34029,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34030,0,0,0,1,1,1,1,1,1,1,1,1,1,1
34031,0,0,0,1,1,1,1,1,1,1,1,1,1,1
34032,0,0,0,1,1,1,1,1,1,1,1,1,1,1
34033,0,0,1,1,1,1,1,1,1,1,1,1,1,1
34034,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34035,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34038,0,0,0,1,1,1,1,1,1,1,1,1,1,1
34039,0,0,0,1,1,1,1,1,1,1,1,1,1,1
34040,0,0,0,0,1,1,1,1,1,1,1,1,1,1
34041,0,0,0,0,1,1,1,1,1,1,1,1,1,1
34042,0,0,0,1,1,1,1,1,1,1,1,1,1,1
34043,0,0,0,1,1,1,1,1,1,1,1,1,1,1
34045,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34046,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34050,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34051,0,0,0,1,1,1,1,1,1,1,1,1,1,1
34052,0,0,0,1,1,1,1,1,1,1,1,1,1,1
34053,0,0,1,1,1,1,1,1,1,1,1,1,1,1
34054,0,0,1,1,1,1,1,1,1,1,1,1,1,1
34055,0,0,1,1,1,1,1,1,1,1,1,1,1,1
34056,0,0,1,1,1,1,1,1,1,1,1,1,1,1
34057,0,0,0,1,1,1,1,1,1,1,1,1,1,1
34058,0,0,0,1,1,1,1,1,1,1,1,1,1,1
34059,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34060,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34062,0,0,1,1,1,1,1,1,1,1,1,1,1,1
34063,0,0,1,1,1,1,1,1,1,1,1,1,1,1
35001,1,1,1,1,1,1,1,1,1,1,0,0,1,1
35002,1,1,1,1,1,1,1,1,1,1,0,0,1,1
36001,1,1,1,1,1,0,1,1,1,1,1,0,1,1
36002,1,1,1,1,1,0,1,1,1,1,1,0,1,1
36005,0,0,0,1,1,0,1,1,1,1,1,0,1,1
36006,1,1,1,1,1,1,1,1,1,0,1,0,1,1
36007,1,1,1,1,1,1,1,1,1,0,1,0,1,1
36008,1,1,1,1,0,1,1,1,1,0,1,0,1,1
36009,1,1,1,1,0,1,1,1,1,0,1,0,1,1
36010,1,1,1,1,1,1,1,1,1,0,1,0,1,1
36011,1,1,1,1,0,1,1,1,1,0,1,0,1,1
36012,0,0,0,1,1,1,0,1,0,0,1,0,1,1
36013,0,0,0,1,1,1,0,1,0,0,1,0,1,1
36014,0,0,0,1,0,1,1,1,0,0,1,0,1,1
36015,0,0,0,1,1,1,1,1,0,0,1,0,1,1
36016,0,0,0,1,1,1,1,1,0,0,1,0,1,1
36017,0,0,0,1,1,1,1,0,0,0,1,0,1,1
36018,0,0,1,1,1,0,1,1,1,1,1,0,1,1
36019,0,0,1,1,1,1,0,1,0,0,1,0,1,1
36020,0,0,1,1,1,1,1,1,0,0,1,0,1,1
36021,0,0,1,1,1,1,0,1,0,0,1,0,1,1
36022,0,0,1,1,1,1,1,1,0,0,1,0,1,1
36023,0,0,0,1,1,1,0,1,0,0,1,0,1,1
36024,0,0,0,1,1,1,0,1,0,0,1,0,1,1
36025,0,0,1,1,1,0,1,1,1,1,1,0,1,1
36026,1,1,1,1,1,0,1,1,1,1,1,0,1,1
36027,0,0,1,1,1,0,1,1,1,1,1,0,1,1
36028,0,0,0,1,1,1,1,0,1,0,1,0,1,1
36029,1,1,1,1,1,1,1,1,1,1,1,1,1,1
36030,1,1,1,1,1,1,1,1,1,1,1,1,1,1
36031,0,0,1,1,1,1,1,1,1,1,1,1,1,1
36032,0,0,1,1,1,1,1,1,1,1,1,1,1,1
36033,0,0,1,1,1,1,1,1,1,1,1,1,1,1
36034,0,0,1,1,1,1,1,1,1,1,1,1,1,1
36035,0,0,1,1,1,1,1,1,1,1,1,1,1,1
36036,0,0,1,1,1,1,1,1,1,1,1,1,1,1
36037,0,0,1,1,1,1,1,1,0,0,1,0,1,1
36038,0,0,1,1,1,1,1,1,0,0,1,0,1,1