10001,1014,ข้าวสารเจ้า ต้มข้าวต้ม,40,GR,0.04,kg,ข้าวบด ไข่แดง-ตำลึง 6-8 เดือน
10001,14031,น้ำประปา น้ำเปล่า,100,GR,0.1,ลิตร,ข้าวบด ไข่แดง-ตำลึง 6-8 เดือน
10001,8011,ไข่ไก่ ขนาดกลาง(เบอร์2),7,GR,0.5,ฟอง 50 กรัม (เบอร์ 2),ข้าวบด ไข่แดง-ตำลึง 6-8 เดือน
10001,4087,ผักตำลึง,12,GR,0.012,kg,ข้าวบด ไข่แดง-ตำลึง 6-8 เดือน
10001,10004,น้ำมันถั่วเหลือง,2.5,GR,0.0025,ขวดใหญ่ 1000 ml,ข้าวบด ไข่แดง-ตำลึง 6-8 เดือน
10002,1014,ข้าวสารเจ้า ต้มข้าวต้ม,40,GR,0.04,kg,ข้าวบด ตับไก่-เต้าหู้ ผักหวาน 6-8 เดือน
10002,14031,น้ำประปา น้ำเปล่า,100,GR,0.1,ลิตร,ข้าวบด ตับไก่-เต้าหู้ ผักหวาน 6-8 เดือน
10002,6003,ตับไก่,4.25,GR,0.00425,kg,ข้าวบด ตับไก่-เต้าหู้ ผักหวาน 6-8 เดือน
10002,3065,เต้าหู้ไข่ไก่ หลอด,34,GR,0.2833,หลอด (120 กรัม),ข้าวบด ตับไก่-เต้าหู้ ผักหวาน 6-8 เดือน
10002,4096,ผักหวานบ้าน,7.5,GR,0.0075,kg,ข้าวบด ตับไก่-เต้าหู้ ผักหวาน 6-8 เดือน
10002,10004,น้ำมันถั่วเหลือง,2.5,GR,0.0025,ขวดใหญ่ 1000 ml,ข้าวบด ตับไก่-เต้าหู้ ผักหวาน 6-8 เดือน
10003,1014,ข้าวสารเจ้า ต้มข้าวต้ม,40,GR,0.04,kg,ข้าวบด ปลาทู ฟักทอง 6-8 เดือน
10003,14031,น้ำประปา น้ำเปล่า,100,GR,0.1,ลิตร,ข้าวบด ปลาทู ฟักทอง 6-8 เดือน
10003,7025,ปลาทู นึ่ง / ปลาทูเข่งตัวกลาง 13 x 4 ซม.,13.5,GR,0.64,ตัวเล็ก (11x3 ซม.) 21 กรัม,ข้าวบด ปลาทู ฟักทอง 6-8 เดือน
10003,4108,ฟักทอง,13.5,GR,0.0135,kg,ข้าวบด ปลาทู ฟักทอง 6-8 เดือน
10003,10004,น้ำมันถั่วเหลือง,2.5,GR,0.0025,ขวดใหญ่ 1000 ml,ข้าวบด ปลาทู ฟักทอง 6-8 เดือน
10004,1014,ข้าวสารเจ้า ต้มข้าวต้ม,40,GR,0.04,kg,ข้าวต้ม ไข่-ตำลึง 9-11 เดือน
10004,14031,น้ำประปา น้ำเปล่า,100,GR,0.1,ลิตร,ข้าวต้ม ไข่-ตำลึง 9-11 เดือน
10004,8011,ไข่ไก่ ขนาดกลาง(เบอร์2),16.5,GR,0.33,ฟอง 50 กรัม (เบอร์ 2),ข้าวต้ม ไข่-ตำลึง 9-11 เดือน
10004,4087,ผักตำลึง,16,GR,0.016,kg,ข้าวต้ม ไข่-ตำลึง 9-11 เดือน
10004,10004,น้ำมันถั่วเหลือง,2.5,GR,0.0025,ขวดใหญ่ 1000 ml,ข้าวต้ม ไข่-ตำลึง 9-11 เดือน
10005,1014,ข้าวสารเจ้า ต้มข้าวต้ม,40,GR,0.04,kg,ข้าวต้ม ปลา-แครอท 9-11 เดือน
10005,14031,น้ำประปา น้ำเปล่า,100,GR,0.1,ลิตร,ข้าวต้ม ปลา-แครอท 9-11 เดือน
10005,7026,ปลาทูสด,22.5,GR,0.0225,kg,ข้าวต้ม ปลา-แครอท 9-11 เดือน
10005,4167,แครอท,20,GR,0.02,kg,ข้าวต้ม ปลา-แครอท 9-11 เดือน
10005,10004,น้ำมันถั่วเหลือง,2.5,GR,0.0025,ขวดใหญ่ 1000 ml,ข้าวต้ม ปลา-แครอท 9-11 เดือน
10006,1014,ข้าวสารเจ้า ต้มข้าวต้ม,40,GR,0.04,kg,ข้าวต้ม หมูสับ-เลือด ผักหวาน 9-11 เดือน
10006,14031,น้ำประปา น้ำเปล่า,100,GR,0.1,ลิตร,ข้าวต้ม หมูสับ-เลือด ผักหวาน 9-11 เดือน
10006,6086,หมูสับ,15,GR,0.015,kg,ข้าวต้ม หมูสับ-เลือด ผักหวาน 9-11 เดือน
10006,6070,เลือดหมูต้ม,6.5,GR,0.0065,kg,ข้าวต้ม หมูสับ-เลือด ผักหวาน 9-11 เดือน
10006,4096,ผักหวานบ้าน,10,GR,0.01,kg,ข้าวต้ม หมูสับ-เลือด ผักหวาน 9-11 เดือน
10006,10004,น้ำมันถั่วเหลือง,2.5,GR,0.0025,ขวดใหญ่ 1000 ml,ข้าวต้ม หมูสับ-เลือด ผักหวาน 9-11 เดือน
10007,1015,ข้าวสารเจ้า หุงข้าวสวย,50,GR,0.05,kg,ข้าวผัดไข่ แกงจืดไก่ ผักหวาน ฟักทอง 12-23 เดือน
10007,10004,น้ำมันถั่วเหลือง,5,GR,0.005,ขวดใหญ่ 1000 ml,ข้าวผัดไข่ แกงจืดไก่ ผักหวาน ฟักทอง 12-23 เดือน
10007,8011,ไข่ไก่ ขนาดกลาง(เบอร์2),16.5,GR,0.33,ฟอง 50 กรัม (เบอร์ 2),ข้าวผัดไข่ แกงจืดไก่ ผักหวาน ฟักทอง 12-23 เดือน
10007,14031,น้ำประปา น้ำเปล่า,100,GR,0.1,ลิตร,ข้าวผัดไข่ แกงจืดไก่ ผักหวาน ฟักทอง 12-23 เดือน
10007,6008,เนื้อไก่ (เนื้อล้วน),15,GR,0.015,kg,ข้าวผัดไข่ แกงจืดไก่ ผักหวาน ฟักทอง 12-23 เดือน
10007,6003,ตับไก่,4.25,GR,0.00425,kg,ข้าวผัดไข่ แกงจืดไก่ ผักหวาน ฟักทอง 12-23 เดือน
10007,4108,ฟักทอง,20,GR,0.02,kg,ข้าวผัดไข่ แกงจืดไก่ ผักหวาน ฟักทอง 12-23 เดือน
10007,4096,ผักหวานบ้าน,10,GR,0.01,kg,ข้าวผัดไข่ แกงจืดไก่ ผักหวาน ฟักทอง 12-23 เดือน
10008,1015,ข้าวสารเจ้า หุงข้าวสวย,50,GR,0.05,kg,ข้าว เต้าหู้อ่อนทอด ต้มเลือดหมู หมูสับ แครอท ตำลึง 12-23 เดือน
10008,3065,เต้าหู้ไข่ไก่ หลอด,34,GR,0.2833,หลอด (120 กรัม),ข้าว เต้าหู้อ่อนทอด ต้มเลือดหมู หมูสับ แครอท ตำลึง 12-23 เดือน
10008,10004,น้ำมันถั่วเหลือง,5,GR,0.005,ขวดใหญ่ 1000 ml,ข้าว เต้าหู้อ่อนทอด ต้มเลือดหมู หมูสับ แครอท ตำลึง 12-23 เดือน
10008,14031,น้ำประปา น้ำเปล่า,100,GR,0.1,ลิตร,ข้าว เต้าหู้อ่อนทอด ต้มเลือดหมู หมูสับ แครอท ตำลึง 12-23 เดือน
10008,6070,เลือดหมูต้ม,13,GR,0.013,kg,ข้าว เต้าหู้อ่อนทอด ต้มเลือดหมู หมูสับ แครอท ตำลึง 12-23 เดือน
10008,6086,หมูสับ,15,GR,0.015,kg,ข้าว เต้าหู้อ่อนทอด ต้มเลือดหมู หมูสับ แครอท ตำลึง 12-23 เดือน
10008,4167,แครอท,20,GR,0.02,kg,ข้าว เต้าหู้อ่อนทอด ต้มเลือดหมู หมูสับ แครอท ตำลึง 12-23 เดือน
10008,4087,ผักตำลึง,16,GR,0.016,kg,ข้าว เต้าหู้อ่อนทอด ต้มเลือดหมู หมูสับ แครอท ตำลึง 12-23 เดือน
10009,1015,ข้าวสารเจ้า หุงข้าวสวย,50,GR,0.05,kg,ข้าว ปลาทู ไข่น้ำ มันฝรั่ง หัวผักกาด 12-23 เดือน
10009,7025,ปลาทู นึ่ง / ปลาทูเข่งตัวกลาง 13 x 4 ซม.,10,GR,0.48,ตัวเล็ก (11x3 ซม.) 21 กรัม,ข้าว ปลาทู ไข่น้ำ มันฝรั่ง หัวผักกาด 12-23 เดือน
10009,14031,น้ำประปา น้ำเปล่า,100,GR,0.1,ลิตร,ข้าว ปลาทู ไข่น้ำ มันฝรั่ง หัวผักกาด 12-23 เดือน
10009,10004,น้ำมันถั่วเหลือง,2.5,GR,0.0025,ขวดใหญ่ 1000 ml,ข้าว ปลาทู ไข่น้ำ มันฝรั่ง หัวผักกาด 12-23 เดือน
10009,8011,ไข่ไก่ ขนาดกลาง(เบอร์2),25,GR,0.5,ฟอง 50 กรัม (เบอร์ 2),ข้าว ปลาทู ไข่น้ำ มันฝรั่ง หัวผักกาด 12-23 เดือน
10009,2005,มันฝรั่ง,20,GR,0.02,kg,ข้าว ปลาทู ไข่น้ำ มันฝรั่ง หัวผักกาด 12-23 เดือน
10009,4138,หัวผักกาด ไชเท้า,22,GR,0.022,kg,ข้าว ปลาทู ไข่น้ำ มันฝรั่ง หัวผักกาด 12-23 เดือน
10010,1014,ข้าวสารเจ้า ต้มข้าวต้ม,72,GR,0.072,kg,ข้าวบดปลาทูใส่ใบตำลึง
10010,7025,ปลาทู นึ่ง / ปลาทูเข่งตัวกลาง 13 x 4 ซม.,10,GR,0.48,ตัวเล็ก (11x3 ซม.) 21 กรัม,ข้าวบดปลาทูใส่ใบตำลึง
10010,4087,ผักตำลึง,5,GR,0.005,kg,ข้าวบดปลาทูใส่ใบตำลึง
10010,14031,น้ำประปา น้ำเปล่า,40,GR,0.04,ลิตร,ข้าวบดปลาทูใส่ใบตำลึง
10011,1014,ข้าวสารเจ้า ต้มข้าวต้ม,72,GR,0.072,kg,ข้าวบดปลาช่อนใส่ฟักทอง
10011,7015,ปลาช่อน,15,GR,0.015,kg,ข้าวบดปลาช่อนใส่ฟักทอง
10011,4108,ฟักทอง,7,GR,0.007,kg,ข้าวบดปลาช่อนใส่ฟักทอง
10011,14031,น้ำประปา น้ำเปล่า,40,GR,0.04,ลิตร,ข้าวบดปลาช่อนใส่ฟักทอง
10012,1014,ข้าวสารเจ้า ต้มข้าวต้ม,72,GR,0.072,kg,ข้าวบดเนื้อหมูใส่แครอท
10012,6086,หมูสับ,15,GR,0.015,kg,ข้าวบดเนื้อหมูใส่แครอท
10012,4167,แครอท,10,GR,0.01,kg,ข้าวบดเนื้อหมูใส่แครอท
10012,14031,น้ำประปา น้ำเปล่า,40,GR,0.04,ลิตร,ข้าวบดเนื้อหมูใส่แครอท
10013,1014,ข้าวสารเจ้า ต้มข้าวต้ม,72,GR,0.072,kg,ข้าวบดตับไก่ใส่มะเขือเทศ
10013,6003,ตับไก่,11,GR,0.011,kg,ข้าวบดตับไก่ใส่มะเขือเทศ
10013,4121,มะเขือเทศ,10,GR,0.01,kg,ข้าวบดตับไก่ใส่มะเขือเทศ
10013,14031,น้ำประปา น้ำเปล่า,40,GR,0.04,ลิตร,ข้าวบดตับไก่ใส่มะเขือเทศ
10014,1014,ข้าวสารเจ้า ต้มข้าวต้ม,72,GR,0.072,kg,ข้าวบดปลานิลใส่ใบผักบุ้ง
10014,7157,ปลานิล,10,GR,0.01,kg,ข้าวบดปลานิลใส่ใบผักบุ้ง
10014,4090,ผักบุ้งจีน,7,GR,0.007,kg,ข้าวบดปลานิลใส่ใบผักบุ้ง
10014,14031,น้ำประปา น้ำเปล่า,40,GR,0.04,ลิตร,ข้าวบดปลานิลใส่ใบผักบุ้ง
34001,5006,กล้วยไข่,40,GR,1,ผลกลาง (40 กรัม),กล้วยไข่ 1 ผลส่วนที่กินได้ 40 กรัม
34002,5001,กล้วยน้ำว้า ตาก,26,GR,1,ผลใหญ่ (26 กรัม),กล้วยตาก 1 ผล 26 กรัม
34003,5003,กล้วยน้ำว้า สุก,52,GR,1,ผลกลาง (52 กรัม),กล้วยน้ำว้า 1 ผลส่วนที่กินได้ 52 กรัม
34004,5065,กล้วยเล็บมือนาง,33,GR,1,ผลใหญ่ (33 กรัม),กล้วยเล็บมือนาง 1 ผลส่วนที่กินได้ 33 กรัม
34005,5065,กล้วยเล็บมือนาง,66,GR,2,ผลใหญ่ (33 กรัม),กล้วยเล็บมือนาง 2 ผลส่วนที่กินได้ 66 กรัม
34006,5004,กล้วยหอม,56,GR,0.5,ผลกลาง (112 กรัม),กล้วยหอม 1/2 ผลส่วนที่กินได้ 56 กรัม
34007,5122,แก้วมังกร ผล,55,GR,0.055,kg,แก้วมังกร 3 ชิ้นพอคำ 55 กรัม
34008,5122,แก้วมังกร ผล,110,GR,0.11,kg,แก้วมังกร 6 ชิ้นพอคำ 110 กรัม
34009,5007,ขนุน (เนื้อล้วน),28,GR,0.028,kg,ขนุน 1 ยวงใหญ่ ส่วนที่กินได้ 28 กรัม
34010,5007,ขนุน (เนื้อล้วน),56,GR,0.056,kg,ขนุน 2 ยวงใหญ่ ส่วนที่กินได้ 56 กรัม
34011,5008,เงาะ,38,GR,0.038,kg,เงาะ 2 ผล ส่วนที่กินได้ 38 กรัม
34012,5008,เงาะ,76,GR,0.076,kg,เงาะ 4 ผล ส่วนที่กินได้ 76 กรัม
34013,5164,ชมพู่ ทับทิมจันทร์,75,GR,0.075,kg,ชมพู่ 1 ผลส่วนที่กินได้ 75 กรัม
34014,5164,ชมพู่ ทับทิมจันทร์,150,GR,0.15,kg,ชมพู่2 ผลส่วนที่กินได้150 กรัม
34015,5010,แตงโม,55,GR,0.055,kg,แตงโม 3 ชิ้นพอคำ 55 กรัม
34016,5010,แตงโม,110,GR,0.11,kg,แตงโม 6 ชิ้นพอคำ 110 กรัม
34017,5013,น้อยหน่า,75,GR,0.075,kg,น้อยหน่า 1 ผลส่วนที่กินได้ 75 กรัม
34018,5015,ฝรั่ง,62,GR,0.062,kg,ฝรั่ง 1/4 ผลส่วนที่กินได้ 62 กรัม
34019,5015,ฝรั่ง,124,GR,0.124,kg,ฝรั่ง 1/2 ผลส่วนที่กินได้124 กรัม
34020,5118,พุทราลูกยาว,27,GR,0.027,kg,พุทราลูกยาว 1 ผลเล็ก 27 กรัม ขนาด 2x1.3 นิ้ว
34021,5118,พุทราลูกยาว,43,GR,0.043,kg,พุทราลูกยาว 1 ผลใหญ่ 43 กรัม ขนาด 2.3x1.9 นิ้ว
34022,5016,พุทรา แอปเปิ้ล,49,GR,0.049,kg,พุทราแอปเปิ้ลลูกกลม 1 ผลเล็ก 49 กรัม ขนาด 2x1.8 นิ้ว
34023,5016,พุทรา แอปเปิ้ล,62,GR,0.062,kg,พุทราแอปเปิ้ลลูกกลม 1 ผลใหญ่ 62 กรัม ขนาด 5.1x2 นิ้ว
34024,5021,มะขามหวาน,14,GR,0.014,kg,มะขามหวาน 2 ฝัก ส่วนที่กินได้ 14 กรัม
34025,5021,มะขามหวาน,28,GR,0.028,kg,มะขามหวาน 4 ฝัก ส่วนที่กินได้ 28 กรัม
34026,5066,แคนตาลูป,50,GR,0.05,kg,แคนตาลูป 4 ชิ้นพอคำ 50 กรัม
34027,5011,แตงไทย แก่,50,GR,0.07352941176,kg,แตงไทยสุก 4 ชิ้นพอคำ 50 กรัม
34028,5039,มะม่วงแก้ว สุก,80,GR,0.08,kg,มะม่วงแก้วสุก 1/2 ผล ส่วนที่กินได้ 80 กรัม
34029,5039,มะม่วงแก้ว สุก,40,GR,0.04,kg,มะม่วงแก้วสุก 1/4 ผล ส่วนที่กินได้ 40 กรัม
34030,5040,มะม่วงแรด ดิบ,45,GR,0.045,kg,มะม่วงดิบ 1/4 ผล ส่วนที่กินได้ 45 กรัม
34031,5040,มะม่วงแรด ดิบ,90,GR,0.09,kg,มะม่วงดิบ 1/2 ผล ส่วนที่กินได้ 90 กรัม
34032,5013,น้อยหน่า,40,GR,0.04,kg,น้อยหน่า 1/2 ผล ส่วนที่กินได้ 40 กรัม
34033,5084,สาลี่,55,GR,0.055,kg,สาลี่ 1/4 ผล ส่วนที่กินได้ 55 กรัม
34034,5042,มะละกอ สุก,50,GR,0.05,kg,มะละกอสุก 5 ชิ้นพอคำ 60 กรัม
34035,5042,มะละกอ สุก,100,GR,0.1,kg,มะละกอสุก 10 ชิ้นพอคำ 100 กรัม
34038,5047,ละมุด,36,GR,0.036,kg,ละมุด 1 ผลส่วนที่กินได้ 36 กรัม
34039,5047,ละมุด,72,GR,0.072,kg,ละมุด 2 ผลส่วนที่กินได้ 72 กรัม
34040,5048,ลางสาด / ลองกอง,35,GR,0.035,kg,ลางสาด 5 ผลส่วนที่กินได้ 35 กรัม
34041,5048,ลางสาด / ลองกอง,70,GR,0.07,kg,ลางสาด 10 ผลส่วนที่กินได้ 70 กรัม
34042,5049,ลำไย,34,GR,0.034,kg,ลำไย 6 ผลส่วนที่กินได้ 34 กรัม
34043,5049,ลำไย,68,GR,0.068,kg,ลำไย 12 ผลส่วนที่กินได้ 68 กรัม
34045,5062,ส้มโอ,60,GR,0.06,kg,ส้มโอ 1 กลีบใหญ่ 60 กรัม
34046,5061,ส้มเขียวหวาน,35,GR,0.035,kg,ส้มเขียวหวาน 1/2 ผล ส่วนที่กินได้ 35 กรัม
34050,5061,ส้มเขียวหวาน,68,GR,0.068,kg,ส้มเขียวหวาน 1 ผลส่วนที่กินได้ 68 กรัม
34051,5058,สับปะรด,54,GR,0.09540636042,kg,สับปะรด 3 ชิ้นพอคำ 54 กรัม
34052,5058,สับปะรด,108,GR,0.1908127208,kg,สับปะรด 6 ชิ้นพอคำ 108 กรัม
34053,5085,แอปเปิ้ล,110,GR,1,ผลกลาง (110 กรัม),แอปเปิ้ล 1 ผลเล็ก ส่วนที่กินได้ 110 กรัม
34054,2014,มันแกว / มันสำเภา,100,GR,0.1069518717,kg,มันแกว 8 ชิ้นพอคำ 100 กรัม
34055,2014,มันแกว / มันสำเภา,50,GR,0.05347593583,kg,มันแกว 4 ชิ้นพอคำ 50 กรัม
34056,5006,กล้วยไข่,80,GR,2,ผลกลาง (40 กรัม),กล้วยไข่ 2 ผลกินได้ 80 กรัม
34057,5015,ฝรั่ง,35,GR,0.035,kg,ฝรั่ง 1/8 ผลส่วนที่กินได้ 35 กรัม
34058,5098,มะม่วงเขียวเสวย ดิบ,30,GR,0.03,kg,มะม่วงดิบ1/6 ผล ส่วนที่กินได้ 30 กรัม
34059,5042,มะละกอ สุก,30,GR,0.03,kg,มะละกอสุก 3 ชิ้นพอคำ 35 กรัม
34060,5062,ส้มโอ,30,GR,0.03,kg,ส้มโอ 1 กลีบกลาง 30 กรัม
34062,5086,องุ่น,35,GR,0.035,kg,องุ่นเขียวผลใหญ่ 6-7 ลูก 35 กรัม
34063,5085,แอปเปิ้ล,55,GR,0.5,ผลกลาง (110 กรัม),แอปเปิ้ล 1/2 ผลเล็ก ส่วนที่กินได้ 55 กรัม
35001,9020,นมวัวพาสเจอร์ไรส์ รสจืด (นมโรงเรียน),200,GR,1,ถุง 200 ml,นมพาสเจอร์ไรส์ รสจืด 200 ml
35002,9083,นมวัว ยูเอชที รสจืด (นมโรงเรียน),200,GR,1,กล่อง 200 ml,นมสด ยูเอชที รสจืด 200 ml
36001,8011,ไข่ไก่ ขนาดกลาง(เบอร์2),50,GR,1,ฟอง 50 กรัม (เบอร์ 2),ไข่ต้ม 1 ฟอง 50 กรัม
36002,8011,ไข่ไก่ ขนาดกลาง(เบอร์2),25,GR,0.5,ฟอง 50 กรัม (เบอร์ 2),ไข่ต้ม 1/2 ฟอง 25 กรัม
36005,8011,ไข่ไก่ ขนาดกลาง(เบอร์2),50,GR,1,ฟอง 50 กรัม (เบอร์ 2),ไข่ดาว 1 ฟอง 50 กรัม
36005,10005,น้ำมันปาล์มโอเลอิน,4.79,GR,0.00479,ขวดใหญ่ 1000 ml,ไข่ดาว 1 ฟอง 50 กรัม
36006,6003,ตับไก่,5,GR,0.005,kg,ตับไก่สุก 1 ชิ้นกลาง 5 กรัม (เท่า 1 ข้อนิ้วโป้ง)
36007,6003,ตับไก่,3,GR,0.003,kg,ตับไก่สุก 1 ชิ้นเล็ก 3 กรัม (เท่า 1 ข้อนิ้วก้อย)
36008,6054,ตับหมู,5,GR,0.005,kg,ตับหมูสุก 1 ชิ้นกลาง 5 กรัม (เท่า 1 ข้อนิ้วโป้ง)
36009,6054,ตับหมู,3,GR,0.003,kg,ตับหมูสุก 1 ชิ้นเล็ก 3 กรัม (เท่า 1 ข้อนิ้วก้อย)
36010,6106,เลือดไก่ต้ม,13,GR,0.013,kg,เลือดไก่สุก 1 ช้อนกินข้าว 13 กรัม
36011,6070,เลือดหมูต้ม,14,GR,0.014,kg,เลือดหมูสุก 1 ช้อนกินข้าว 14 กรัม
36012,7050,ปลาไส้ตัน แห้ง,10,GR,0.01,kg,ปลากรอบ 1 ช้อนกินข้าว 10 กรัม
36012,10005,น้ำมันปาล์มโอเลอิน,1.13,GR,0.00113,ขวดใหญ่ 1000 ml,ปลากรอบ 1 ช้อนกินข้าว 10 กรัม
36013,7205,ลูกชิ้นปลา,25,GR,0.025,kg,ลูกชิ้นปลา 2 ซม. 4 ลูก 25 กรัม
36014,6150,ลูกชิ้นหมู,25,GR,0.025,kg,ลูกชิ้นหมู 2 ซม. 4 ลูก 25 กรัม
36015,6154,ลูกชิ้นไก่,25,GR,0.025,kg,ลูกชิ้นไก่ 2 ซม. 4 ลูก 25 กรัม
36016,6169,ลูกชิ้นเนื้อวัว,25,GR,0.025,kg,ลูกชิ้นเนื้อ 2 ซม. 4 ลูก 25 กรัม
36017,7182,ลูกชิ้นกุ้ง,25,GR,0.025,kg,ลูกชิ้นกุ้ง 2.5 ซม. 3 ลูก 25 กรัม
36018,8011,ไข่ไก่ ขนาดกลาง(เบอร์2),25,GR,0.5,ฟอง 50 กรัม (เบอร์ 2),ไข่เจียว 1/2 ฟอง 28 กรัม
36018,10005,น้ำมันปาล์มโอเลอิน,3.68,GR,0.00368,ขวดใหญ่ 1000 ml,ไข่เจียว 1/2 ฟอง 28 กรัม
36019,7025,ปลาทู นึ่ง / ปลาทูเข่งตัวกลาง 13 x 4 ซม.,21,GR,1,ตัวเล็ก (11x3 ซม.) 21 กรัม,ปลาทู(เข่ง)ทอด 1 ตัวเล็ก 16 กรัม
36019,10005,น้ำมันปาล์มโอเลอิน,1.034,GR,0.001034,ขวดใหญ่ 1000 ml,ปลาทู(เข่ง)ทอด 1 ตัวเล็ก 16 กรัม
36020,7035,ปลาสลิด หมักเกลือ  แห้ง,20,GR,0.5,ตัวกลาง (11x6 ซม.) 40 กรัม,ปลาสลิดแห้งทอด 1/2 ตัวกลาง 20 กรัม
36020,10005,น้ำมันปาล์มโอเลอิน,2.15,GR,0.00215,ขวดใหญ่ 1000 ml,ปลาสลิดแห้งทอด 1/2 ตัวกลาง 20 กรัม
36021,7025,ปลาทู นึ่ง / ปลาทูเข่งตัวกลาง 13 x 4 ซม.,42,GR,2,ตัวเล็ก (11x3 ซม.) 21 กรัม,ปลาทู(เข่ง)ทอด 2 ตัวเล็ก 32 กรัม
36021,10005,น้ำมันปาล์มโอเลอิน,2.068,GR,0.002068,ขวดใหญ่ 1000 ml,ปลาทู(เข่ง)ทอด 2 ตัวเล็ก 32 กรัม
36022,7035,ปลาสลิด หมักเกลือ  แห้ง,40,GR,1,ตัวกลาง (11x6 ซม.) 40 กรัม,ปลาสลิดแห้งทอด 1 ตัวกลาง 41 กรัม
36022,10005,น้ำมันปาล์มโอเลอิน,4.3,GR,0.0043,ขวดใหญ่ 1000 ml,ปลาสลิดแห้งทอด 1 ตัวกลาง 41 กรัม
36023,7011,ปลาซาดีน ในซอสมะเขือเทศ บรรจุกระป๋อง (เนื้อ 93 g),25,GR,0.2688172043,กระป๋อง 155 กรัม เนื้อ 93 กรัม,ปลาซาดีนกระป๋อง 1 ชิ้นเล็ก 25 กรัม
36024,7011,ปลาซาดีน ในซอสมะเขือเทศ บรรจุกระป๋อง (เนื้อ 93 g),55,GR,0.5913978495,กระป๋อง 155 กรัม เนื้อ 93 กรัม,ปลาซาดีนกระป๋อง 1 ชิ้นกลาง 55 กรัม
36025,8011,ไข่ไก่ ขนาดกลาง(เบอร์2),50,GR,1,ฟอง 50 กรัม (เบอร์ 2),ไข่เจียว 1 ฟอง 56 กรัม
36025,10005,น้ำมันปาล์มโอเลอิน,7.36,GR,0.00736,ขวดใหญ่ 1000 ml,ไข่เจียว 1 ฟอง 56 กรัม
36026,8011,ไข่ไก่ ขนาดกลาง(เบอร์2),12.5,GR,0.25,ฟอง 50 กรัม (เบอร์ 2),ไข่ต้ม 1/4 ฟอง 12 กรัม
36027,8011,ไข่ไก่ ขนาดกลาง(เบอร์2),12.5,GR,0.25,ฟอง 50 กรัม (เบอร์ 2),ไข่เจียว 1/4 ฟอง 14 กรัม
36027,10005,น้ำมันปาล์มโอเลอิน,1.84,GR,0.00184,ขวดใหญ่ 1000 ml,ไข่เจียว 1/4 ฟอง 14 กรัม
36028,7002,กุ้งแห้ง,3,GR,0.03,ขีด,กุ้งแห้ง 1/2 ช้อนกินข้าว 3 กรัม
36029,4167,แครอท,15,GR,0.01789976134,kg,แครอทต้ม 1.5 ช้อนกินข้าว 15 กรัม
36030,4167,แครอท,20,GR,0.02386634845,kg,แครอทต้ม 2 ช้อนกินข้าว 20 กรัม
36031,4121,มะเขือเทศ,15,GR,0.015,kg,มะเขือเทศ 1.5 ช้อนกินข้าว 15 กรัม
36032,4121,มะเขือเทศ,20,GR,0.02,kg,มะเขือเทศ 2 ช้อนกินข้าว 20 กรัม
36033,4030,แตงกวา,15,GR,0.015,kg,แตงกวา 1.5 ช้อนกินข้าว 15 กรัม
36034,4030,แตงกวา,20,GR,0.02,kg,แตงกวา 2 ช้อนกินข้าว 20 กรัม
36035,4032,แตงร้าน,15,GR,0.01728110599,kg,แตงร้าน 1.5 ช้อนกินข้าว 15 กรัม
36036,4032,แตงร้าน,20,GR,0.02304147465,kg,แตงร้าน 2 ช้อนกินข้าว 20 กรัม
36037,7157,ปลานิล,74,GR,0.1159874608,kg,ปลานิลทอด  1/2 ตัวเล็ก 49 กรัม
36037,10005,น้ำมันปาล์มโอเลอิน,5.19,GR,0.00519,ขวดใหญ่ 1000 ml,ปลานิลทอด  1/2 ตัวเล็ก 49 กรัม
36038,7157,ปลานิล,37,GR,0.05799373041,kg,ปลานิลทอด 1/4 ตัวเล็ก 25 กรัม
36038,10005,น้ำมันปาล์มโอเลอิน,2.595,GR,0.002595,ขวดใหญ่ 1000 ml,ปลานิลทอด 1/4 ตัวเล็ก 25 กรัม